차다, 65, 183
라파, 77, 157
바카, 53, 190
바마, 65, 190
파라, 92, 170
마마, 84, 173
다카, 59, 178
가하, 83, 190
자자, 62, 175
차아, 59, 193
파타, 41, 166
타타, 59, 169
다카, 77, 180
나바, 65, 167
파아, 96, 157
가사, 45, 183
자자, 59, 156
사바, 95, 198
타카, 61, 143
사하, 66, 160
타나, 95, 156
하사, 53, 168
카다, 94, 190
타자, 86, 145
바마, 40, 197
사파, 99, 173
아타, 41, 151
카카, 48, 160
마하, 50, 178
나카, 71, 152
타카, 55, 188
차타, 83, 184
다바, 51, 163
타사, 94, 162
카자, 71, 198
다하, 69, 148
가가, 64, 145
하사, 55, 175
가가, 48, 190
파마, 45, 178
카마, 75, 183
나자, 69, 172
카나, 62, 192
하가, 93, 180
나나, 91, 181
사다, 57, 170
카마, 73, 145
자가, 81, 173
하카, 46, 153
사카, 60, 146
카하, 71, 171
나사, 43, 168
파파, 61, 142
라사, 72, 174
파아, 76, 196
바아, 52, 141
자나, 45, 185
바타, 92, 165
카라, 40, 190
타자, 48, 143
가바, 75, 176
다아, 82, 194
가타, 81, 184
자자, 68, 147
차가, 49, 161
가사, 90, 191
라아, 77, 194
라타, 90, 175
가마, 85, 178
나차, 64, 159
파카, 81, 142
차바, 89, 186
파하, 80, 186
파나, 43, 195
사바, 59, 146
아차, 58, 143
카마, 99, 153
바바, 40, 186
다라, 58, 143
타라, 76, 170
자하, 54, 166
자차, 69, 170
파나, 50, 163
타다, 56, 190
카라, 86, 184
하가, 48, 143
사가, 83, 166
자나, 62, 148
바다, 48, 194
카나, 40, 179
다마, 97, 163
아자, 91, 196
타다, 58, 171
파하, 55, 142
자바, 73, 170
하하, 73, 154
차파, 91, 196
나바, 67, 189
파바, 78, 183
다카, 62, 142
마하, 61, 153
타아, 59, 145
파차, 40, 148
다바, 89, 180
바마, 68, 197
카바, 47, 198
바마, 44, 190
타마, 78, 141
다하, 96, 199
다차, 46, 191
하하, 44, 156
타파, 95, 194
카자, 98, 178
카파, 89, 152
카다, 79, 150
타자, 63, 164
다사, 61, 153
자카, 50, 198
나라, 67, 178
라하, 60, 191
카아, 71, 160
나타, 65, 153
라바, 93, 189
파다, 91, 172
다라, 76, 189
라가, 54, 181
카파, 57, 157
자하, 49, 143
자자, 72, 171
타아, 94, 150
가자, 88, 153
마마, 55, 195
사사, 48, 152
가사, 89, 153
파마, 86, 150
다가, 74, 172
라나, 65, 162
차바, 84, 159
자아, 66, 199
라카, 86, 178
파나, 77, 175
라하, 47, 192
하바, 69, 181
차자, 76, 162
마자, 50, 189
아라, 50, 181
사파, 70, 151
마다, 72, 170
라나, 93, 197
마사, 53, 165
사나, 73, 185
하가, 78, 184
차사, 76, 174
나라, 58, 177
차타, 61, 166
카가, 93, 150
자타, 57, 189
나다, 79, 198
파차, 52, 190
자가, 46, 153
자파, 73, 164
파사, 85, 145
라파, 68, 157
라나, 48, 172
카가, 91, 188
라사, 87, 140
나사, 42, 156
나나, 68, 188
바카, 43, 186
사파, 57, 173
다자, 52, 174
하카, 80, 143
다마, 68, 164
하차, 78, 154
나마, 88, 170
하카, 72, 159
카사, 80, 177
타나, 70, 186
라자, 75, 148
카차, 51, 154
자하, 50, 199
자마, 56, 153
라자, 69, 168
자라, 52, 187
가카, 90, 186
사파, 99, 167
나아, 95, 199
가타, 65, 157
타아, 81, 168
마가, 81, 193
나바, 55, 188
아자, 42, 180
아라, 60, 144
파마, 99, 161
타가, 56, 193
나다, 59, 147
다사, 79, 140
나타, 62, 170
아라, 83, 196
나바, 54, 149
타차, 95, 195
하라, 47, 165
아가, 47, 146
아나, 92, 191
차차, 40, 156
하파, 42, 171
아아, 49, 173
다아, 56, 177
파마, 53, 194
나마, 49, 176
차다, 57, 168
사마, 77, 147
차카, 60, 184
바파, 90, 143
라아, 61, 167
자바, 92, 144
차파, 79, 171
자자, 86, 152
나하, 48, 168
다타, 52, 192
라마, 70, 165
바마, 95, 187
파아, 73, 199
사카, 73, 186
마카, 74, 143
가다, 76, 171
나가, 71, 194
아라, 83, 153
카하, 87, 155
마다, 78, 196
사아, 48, 158
하라, 85, 164
사타, 98, 170
파사, 43, 146
하바, 76, 140
사차, 45, 195
파다, 93, 156
아다, 88, 169
가차, 42, 189
라파, 94, 191
카라, 89, 162
다사, 43, 176
나카, 68, 158
다아, 41, 158
카마, 97, 147
타파, 83, 193
다라, 44, 179
자나, 70, 175
바카, 44, 183
카사, 45, 183
바다, 86, 199
자하, 78, 176
카사, 90, 140
타아, 96, 163
자아, 50, 153
하가, 97, 159
바나, 54, 141
자라, 41, 145
타하, 62, 160
자라, 70, 164
다다, 63, 148
타차, 98, 184
하아, 40, 182
하카, 60, 197
자타, 54, 159
가다, 86, 174
하다, 89, 180
타파, 50, 165
아자, 46, 149
나가, 59, 158
차나, 98, 147
하하, 70, 173
하가, 53, 189
가파, 57, 181
타타, 57, 186
차차, 40, 184
나가, 86, 191
마파, 91, 192
아바, 67, 166
다다, 43, 168
카바, 48, 174
라라, 65, 152
차차, 45, 199
다라, 51, 190
다타, 99, 167
아다, 96, 158
라라, 51, 189
타다, 46, 191
파다, 88, 199
파파, 84, 160
라타, 77, 145
나아, 67, 184
자자, 92, 149
사차, 83, 188
사하, 82, 186
사마, 86, 169
바바, 58, 199
다타, 77, 192
마아, 43, 143
타파, 94, 154
사하, 88, 156
사자, 62, 176
나다, 60, 146
타카, 69, 151
파카, 67, 173
차마, 92, 168
차자, 99, 187
타타, 72, 180
차파, 95, 194
차가, 82, 148
나카, 84, 190
사마, 89, 168
차다, 81, 175
차가, 78, 157
차가, 73, 171
다파, 42, 154
파파, 50, 191
아하, 99, 169
하타, 58, 149
바파, 62, 175
아아, 44, 180
사가, 91, 171
자자, 49, 155
나차, 99, 154
하타, 95, 175
라바, 48, 150
라카, 70, 173
사가, 82, 191
타가, 87, 155
나나, 53, 160
타아, 66, 156
나라, 63, 196
바사, 97, 195
아파, 76, 169
타아, 92, 156
하바, 46, 169
가바, 58, 195
다마, 44, 150
차자, 71, 181
아아, 40, 187
카다, 72, 168
자마, 58, 176
마파, 50, 189
차카, 98, 153
아자, 92, 161
사파, 80, 149
타바, 78, 190
차가, 96, 186
바가, 60, 167
사파, 65, 194
파하, 63, 147
아마, 49, 158
자가, 40, 199
자바, 79, 157
타가, 88, 197
파나, 57, 148
차차, 69, 156
마마, 65, 163
아라, 75, 174
가가, 50, 146
카타, 87, 192
다라, 60, 197
차하, 63, 160
파자, 59, 140
하사, 42, 188
파아, 50, 183
사파, 61, 142
가가, 91, 155
자나, 70, 153
차아, 95, 161
타라, 52, 168
자카, 97, 149
나하, 76, 164
바차, 41, 169
차파, 52, 175
다아, 67, 191
카라, 85, 155
사아, 71, 190
카카, 84, 181
하카, 49, 171
차카, 83, 182
사마, 77, 182
차하, 69, 142
나차, 99, 163
타아, 47, 199
하아, 55, 155
나아, 41, 194
다하, 53, 151
마하, 78, 162
아다, 51, 198
자타, 72, 170
다가, 76, 158
라타, 80, 188
바카, 74, 158
타가, 93, 192
아자, 85, 165
바바, 87, 167
마자, 99, 174
타자, 43, 179
타마, 95, 186
차가, 81, 157
다카, 70, 161
아나, 42, 159
카차, 79, 146
자마, 54, 191
차자, 60, 188
차바, 97, 179
자파, 62, 196
아나, 44, 172
타라, 68, 164
파하, 76, 199
하하, 83, 173
차차, 64, 142
사라, 44, 140
하사, 55, 162
차아, 71, 159
라사, 75, 196
사카, 65, 153
하라, 75, 184
다라, 84, 152
아자, 68, 193
카타, 50, 143
사파, 99, 196
마하, 91, 179
가다, 72, 154
카하, 47, 156
다하, 98, 140
사라, 92, 172
자차, 47, 199
라나, 80, 149
나아, 62, 164
바타, 57, 181
마라, 48, 157
라사, 49, 182
타차, 77, 193
차자, 59, 173
사마, 47, 183
다타, 66, 150
가타, 88, 157
바사, 67, 160
마바, 83, 154
마나, 90, 171
파마, 67, 150
하사, 69, 166
하차, 80, 166
카차, 54, 159
자바, 69, 151
가다, 59, 152
사차, 84, 189
라하, 81, 172
나타, 49, 171
사파, 61, 189
아마, 72, 145
카카, 40, 190
라바, 72, 143
아가, 45, 179
타가, 55, 179
아아, 60, 152
카바, 85, 147
라자, 60, 177
타자, 80, 193
파카, 98, 178
바마, 53, 150
카파, 53, 163
카차, 51, 155
가나, 80, 163
바마, 74, 145
자라, 79, 154
파아, 79, 154
자하, 59, 169
나바, 62, 165
라나, 85, 143
하하, 41, 167
가하, 43, 145
타바, 89, 186
파타, 89, 155
다자, 57, 182
하다, 41, 150
바파, 95, 152
자다, 46, 182
카차, 66, 175
아아, 89, 149
아아, 96, 157
자가, 70, 161
파카, 91, 151
타바, 61, 179
아마, 63, 187
나라, 45, 176
바가, 63, 153
파카, 64, 192
사파, 70, 146
자파, 98, 144
타마, 81, 173
아나, 88, 185
다다, 97, 166
마다, 97, 199
타아, 56, 179
카다, 47, 159
타사, 87, 148
카하, 84, 158
카나, 73, 199
카사, 63, 165
카바, 73, 198
아카, 40, 147
사가, 58, 142
카차, 80, 147
카파, 52, 181
하가, 88, 186
나라, 77, 171
타나, 75, 172
나마, 58, 168
카하, 86, 189
마타, 72, 172
사나, 51, 184
하라, 54, 190
사자, 99, 177
타타, 72, 199
나가, 69, 171
사파, 73, 186
차나, 81, 142
사카, 46, 191
파차, 64, 162
아차, 92, 189
아카, 76, 154
바다, 40, 175
차카, 91, 155
차마, 49, 194
나파, 65, 158
마마, 95, 188
파아, 74, 153
바차, 49, 191
가아, 51, 157
다가, 47, 163
타타, 94, 159
타바, 84, 196
자마, 63, 154
마마, 96, 177
파바, 83, 173
차자, 69, 186
가다, 62, 179
아카, 60, 143
자차, 93, 170
라아, 56, 183
아마, 71, 195
사아, 73, 187
파하, 76, 156
차파, 53, 152
타바, 89, 163
하자, 64, 176
차하, 42, 143
타카, 80, 171
사자, 58, 191
라마, 92, 170
마차, 92, 162
라아, 80, 160
바파, 67, 168
바라, 49, 157
라하, 68, 178
하타, 74, 159
아아, 65, 184
가자, 66, 146
바아, 54, 173
아나, 69, 199
차자, 97, 179
마차, 59, 192
사마, 63, 141
하다, 77, 172
라차, 59, 174
가마, 57, 197
자타, 41, 190
카타, 66, 176
다차, 81, 180
가타, 44, 175
아파, 91, 165
카타, 62, 152
자타, 90, 141
파차, 80, 152
차사, 44, 188
차나, 90, 155
카하, 85, 179
자하, 83, 151
타파, 76, 152
사타, 85, 179
파차, 83, 180
바라, 59, 168
파타, 70, 144
타사, 63, 181
하마, 50, 169
다타, 97, 143
사바, 72, 180
카하, 78, 179
다가, 60, 170
바파, 43, 149
가가, 99, 166
차사, 72, 183
마바, 69, 178
아마, 90, 147
타파, 72, 144
나카, 75, 185
파카, 64, 194
가아, 98, 174
타아, 82, 190
나다, 68, 180
아파, 42, 153
하차, 95, 186
다다, 40, 188
차사, 97, 168
자가, 68, 182
하차, 86, 179
차파, 79, 165
파자, 50, 164
타다, 94, 198
파타, 93, 193
하나, 55, 148
아바, 80, 146
라하, 98, 159
라카, 87, 173
아마, 81, 155
타라, 57, 176
가사, 67, 194
파사, 60, 153
라가, 43, 153
카라, 46, 150
하다, 90, 152
마카, 81, 175
사사, 53, 182
다아, 99, 177
마바, 48, 142
사마, 55, 174
다하, 40, 151
차차, 66, 199
하타, 96, 197
다차, 89, 147
파라, 53, 184
가타, 68, 175
사타, 47, 192
타마, 82, 190
아바, 87, 176
하라, 95, 151
마가, 93, 180
타사, 56, 154
자사, 93, 181
바자, 62, 197
가사, 91, 167
타아, 50, 176
파차, 81, 173
바가, 70, 162
타자, 53, 145
카마, 92, 162
자사, 41, 145
자파, 48, 172
카가, 88, 145
하라, 53, 147
아아, 74, 151
아타, 90, 165
타나, 44, 176
차바, 43, 193
마다, 65, 174
아나, 61, 155
하하, 51, 170
다하, 68, 187
사다, 65, 198
하차, 81, 181
타사, 68, 164
나다, 59, 146
바하, 58, 173
차사, 95, 188
라마, 46, 149
카자, 60, 167
라카, 52, 190
다하, 95, 193
마하, 75, 157
나차, 65, 151
가카, 46, 196
하라, 96, 181
아마, 60, 152
라아, 56, 145
타차, 49, 184
라가, 68, 141
타자, 45, 198
나마, 89, 163
파가, 46, 160
파자, 85, 160
타사, 42, 179
바카, 76, 152
하사, 47, 183
마자, 48, 150
라타, 55, 151
나나, 42, 155
가가, 48, 148
마파, 93, 177
라카, 40, 147
차사, 46, 173
바다, 86, 188
자사, 96, 144
다사, 79, 184
가자, 54, 191
라나, 87, 175
가차, 80, 185
사타, 58, 194
바하, 94, 165
카하, 89, 196
차라, 74, 185
가타, 52, 183
나카, 66, 198
타차, 74, 173
